pays,annee,pourcentage_victoire,but_mis,but_enc
Portugal,2001,70.83,2.7,0.9
Portugal,2002,55.56,2.6,1.1
Portugal,2003,50.0,1.8,1.0
Portugal,2004,57.14,2.2,0.9
Portugal,2005,60.71,2.2,0.7
Portugal,2006,65.0,2.2,0.6
Portugal,2007,55.0,2.0,0.8
Portugal,2008,44.0,1.7,1.1
Portugal,2009,56.0,1.7,0.9
Portugal,2010,71.43,2.0,0.5
Portugal,2011,63.16,2.5,0.9
Portugal,2012,50.0,1.8,0.9
Portugal,2013,50.0,1.5,1.0
Portugal,2014,61.9,1.8,1.0
Portugal,2015,68.42,1.4,0.7
Portugal,2016,62.96,2.0,0.7
Portugal,2017,65.62,2.4,0.6
Portugal,2018,61.54,2.0,0.7
Portugal,2019,57.14,2.0,0.9
Portugal,2020,66.67,2.5,0.6
Portugal,2021,58.33,2.2,0.8
Portugal,2022,59.09,2.1,0.8
Switzerland,1930,7.69,1.7,3.7
Switzerland,1931,7.14,1.6,3.6
Switzerland,1932,21.43,1.7,3.1
Switzerland,1933,29.41,1.7,2.3
Switzerland,1934,20.0,1.5,2.5
Switzerland,1935,38.46,1.7,2.3
Switzerland,1936,31.25,1.5,2.3
Switzerland,1937,11.11,1.2,2.4
Switzerland,1938,26.32,1.4,2.1
Switzerland,1939,60.0,1.9,1.5
Switzerland,1940,50.0,1.6,1.6
Switzerland,1941,12.5,1.0,2.4
Switzerland,1942,40.0,1.7,2.3
Switzerland,1943,44.44,1.3,1.9
Switzerland,1944,33.33,0.7,1.3
Switzerland,1945,80.0,2.4,1.0
Switzerland,1946,50.0,1.9,2.2
Switzerland,1947,27.27,1.7,2.9
Switzerland,1948,30.77,1.8,2.8
Switzerland,1949,38.46,2.1,2.6
Switzerland,1950,41.67,2.5,2.6
Switzerland,1951,16.67,2.2,3.3
Switzerland,1952,8.33,1.8,3.2
Switzerland,1953,25.0,1.6,2.7
Switzerland,1954,27.27,1.8,2.6
Switzerland,1955,9.09,1.6,2.7
Switzerland,1956,15.38,1.5,2.4
Switzerland,1957,16.67,1.5,2.4
Switzerland,1958,0.0,0.9,2.4
Switzerland,1959,11.11,0.9,3.2
Switzerland,1960,50.0,2.3,3.3
Switzerland,1961,70.0,2.5,2.1
Switzerland,1962,42.86,1.4,2.7
Switzerland,1963,0.0,0.9,3.1
Switzerland,1964,16.67,1.1,2.2
Switzerland,1965,38.46,1.1,1.2
Switzerland,1966,27.27,1.0,1.2
Switzerland,1967,23.08,1.9,1.9
Switzerland,1968,35.71,1.6,1.4
Switzerland,1969,25.0,0.7,1.3
Switzerland,1970,33.33,0.8,1.2
Switzerland,1971,50.0,1.8,1.1
Switzerland,1972,27.27,1.6,1.4
Switzerland,1973,27.27,0.5,1.0
Switzerland,1974,30.77,0.6,0.8
Switzerland,1975,14.29,0.8,1.3
Switzerland,1976,13.33,0.8,1.5
Switzerland,1977,23.53,0.8,1.5
Switzerland,1978,28.57,0.8,1.6
Switzerland,1979,25.0,0.8,2.0
Switzerland,1980,23.53,0.9,2.1
Switzerland,1981,33.33,1.1,1.7
Switzerland,1982,55.56,1.3,1.1
Switzerland,1983,40.91,1.2,1.1
Switzerland,1984,25.0,0.8,1.2
Switzerland,1985,20.0,0.7,1.3
Switzerland,1986,20.0,0.9,1.2
Switzerland,1987,29.41,1.2,0.9
Switzerland,1988,33.33,1.3,1.0
Switzerland,1989,27.78,1.1,1.6
Switzerland,1990,38.89,1.3,1.6
Switzerland,1991,57.89,2.2,1.1
Switzerland,1992,58.82,2.5,1.0
Switzerland,1993,56.25,1.9,0.8
Switzerland,1994,65.0,1.7,0.6
Switzerland,1995,50.0,1.6,0.9
Switzerland,1996,21.05,1.0,1.2
Switzerland,1997,27.78,1.0,1.3
Switzerland,1998,20.0,0.9,1.3
Switzerland,1999,33.33,1.1,1.1
Switzerland,2000,40.0,1.6,1.2
Switzerland,2001,31.58,1.6,1.4
Switzerland,2002,44.44,1.6,1.4
Switzerland,2003,43.75,1.8,1.5
Switzerland,2004,30.0,1.4,1.4
Switzerland,2005,39.13,1.3,1.0
Switzerland,2006,55.0,1.7,0.8
Switzerland,2007,47.37,1.7,1.3
Switzerland,2008,47.83,1.6,1.4
Switzerland,2009,50.0,1.5,0.9
Switzerland,2010,33.33,1.2,0.9
Switzerland,2011,33.33,1.1,1.0
Switzerland,2012,55.56,1.6,0.9
Switzerland,2013,61.11,1.7,1.0
Switzerland,2014,56.25,1.6,0.8
Switzerland,2015,64.71,2.2,0.9
Switzerland,2016,59.09,1.8,1.0
Switzerland,2017,61.9,1.5,0.7
Switzerland,2018,68.42,2.1,0.6
Switzerland,2019,55.0,2.2,0.8
Switzerland,2020,33.33,1.7,1.2
Switzerland,2021,44.0,1.9,1.1
Switzerland,2022,47.83,1.8,1.1
Czech Republic,1993,44.44,1.9,0.9
Czech Republic,1994,47.06,2.2,1.1
Czech Republic,1995,61.11,2.3,1.1
Czech Republic,1996,57.69,1.8,0.8
Czech Republic,1997,51.72,1.6,0.9
Czech Republic,1998,60.87,1.7,0.9
Czech Republic,1999,76.19,2.0,0.7
Czech Republic,2000,65.22,2.0,0.8
Czech Republic,2001,45.83,1.8,1.0
Czech Republic,2002,54.55,2.0,0.9
Czech Republic,2003,78.95,2.8,0.7
Czech Republic,2004,70.83,2.2,0.8
Czech Republic,2005,66.67,2.2,0.9
Czech Republic,2006,68.18,2.6,0.9
Czech Republic,2007,65.0,2.0,0.6
Czech Republic,2008,54.55,1.5,0.8
Czech Republic,2009,39.13,1.4,0.9
Czech Republic,2010,42.11,1.5,0.7
Czech Republic,2011,45.0,1.5,1.0
Czech Republic,2012,40.0,1.3,1.0
Czech Republic,2013,43.48,1.3,0.9
Czech Republic,2014,50.0,1.7,1.2
Czech Republic,2015,47.06,1.7,1.5
Czech Republic,2016,34.78,1.4,1.3
Czech Republic,2017,41.67,1.7,1.0
Czech Republic,2018,55.0,1.6,1.2
Czech Republic,2019,50.0,1.4,1.6
Czech Republic,2020,55.56,1.5,1.3
Czech Republic,2021,52.0,1.7,1.0
Czech Republic,2022,39.13,1.6,1.2
Austria,1930,36.36,2.1,1.5
Austria,1931,50.0,2.9,1.0
Austria,1932,70.59,3.6,1.2
Austria,1933,56.25,3.0,1.6
Austria,1934,53.33,2.8,1.5
Austria,1935,46.15,2.8,2.1
Austria,1936,35.71,2.4,2.6
Austria,1937,46.67,2.3,2.2
Austria,1938,42.86,1.9,1.7
Austria,1945,33.33,2.0,2.7
Austria,1946,22.22,1.7,2.6
Austria,1947,30.0,2.2,2.7
Austria,1948,50.0,2.2,2.2
Austria,1949,53.33,1.9,2.1
Austria,1950,64.29,2.9,2.1
Austria,1951,53.85,3.4,1.8
Austria,1952,30.77,2.6,1.6
Austria,1953,23.08,2.1,1.5
Austria,1954,25.0,1.9,1.5
Austria,1955,38.46,1.8,2.2
Austria,1956,28.57,1.9,2.2
Austria,1957,37.5,2.2,1.6
Austria,1958,50.0,2.4,1.7
Austria,1959,54.55,2.6,2.4
Austria,1960,64.29,2.4,2.1
Austria,1961,69.23,1.9,1.5
Austria,1962,40.0,1.3,1.7
Austria,1963,17.65,1.0,1.9
Austria,1964,33.33,1.1,1.4
Austria,1965,38.46,1.0,1.4
Austria,1966,26.67,0.8,1.5
Austria,1967,28.57,1.0,1.7
Austria,1968,21.43,1.5,1.9
Austria,1969,30.77,1.6,1.3
Austria,1970,30.77,1.1,1.1
Austria,1971,28.57,1.4,1.1
Austria,1972,42.86,2.0,1.1
Austria,1973,28.57,1.5,1.9
Austria,1974,30.77,0.9,1.6
Austria,1975,38.46,1.1,0.8
Austria,1976,46.67,1.5,1.2
Austria,1977,62.5,1.9,0.8
Austria,1978,53.33,1.7,0.7
Austria,1979,53.33,1.6,0.9
Austria,1980,60.0,1.9,1.0
Austria,1981,46.15,1.6,1.1
Austria,1982,66.67,2.1,0.8
Austria,1983,58.33,1.9,1.2
Austria,1984,30.77,1.3,1.5
Austria,1985,30.77,1.2,1.3
Austria,1986,33.33,1.2,1.4
Austria,1987,38.46,1.4,1.5
Austria,1988,29.41,1.3,1.7
Austria,1989,30.0,1.2,1.5
Austria,1990,31.58,1.2,1.4
Austria,1991,23.53,1.1,1.7
Austria,1992,16.67,1.3,1.8
Austria,1993,26.32,1.6,1.6
Austria,1994,29.41,1.4,1.8
Austria,1995,40.0,2.4,1.9
Austria,1996,69.23,2.4,0.9
Austria,1997,78.57,1.5,0.4
Austria,1998,62.5,2.1,1.0
Austria,1999,46.67,2.3,2.1
Austria,2000,35.71,1.9,2.1
Austria,2001,29.41,1.2,1.5
Austria,2002,33.33,1.1,1.6
Austria,2003,37.5,1.5,1.6
Austria,2004,31.25,1.8,1.6
Austria,2005,29.41,1.5,1.2
Austria,2006,35.29,1.4,1.3
Austria,2007,20.0,1.0,1.4
Austria,2008,12.0,1.0,1.5
Austria,2009,22.73,1.3,1.9
Austria,2010,37.5,1.4,1.6
Austria,2011,27.78,1.4,1.7
Austria,2012,31.58,1.4,1.5
Austria,2013,50.0,1.7,1.1
Austria,2014,50.0,1.5,1.1
Austria,2015,62.5,1.8,0.8
Austria,2016,45.0,1.6,1.2
Austria,2017,35.0,1.2,1.2
Austria,2018,57.89,1.4,0.8
Austria,2019,61.9,1.6,0.8
Austria,2020,66.67,1.8,0.9
Austria,2021,54.17,1.6,1.2
Austria,2022,36.36,1.5,1.5
Chile,1935,0.0,0.7,2.3
Chile,1936,0.0,0.8,2.2
Chile,1937,20.0,2.4,2.6
Chile,1938,25.0,2.8,2.8
Chile,1939,40.0,2.4,2.6
Chile,1940,25.0,2.1,2.9
Chile,1941,22.22,1.6,2.2
Chile,1942,25.0,1.1,2.1
Chile,1943,16.67,0.7,2.5
Chile,1945,66.67,2.5,0.8
Chile,1946,54.55,2.1,1.5
Chile,1947,50.0,1.8,2.0
Chile,1948,57.14,2.0,1.9
Chile,1949,28.57,1.4,2.0
Chile,1950,36.36,1.6,2.0
Chile,1951,50.0,2.0,2.0
Chile,1952,80.0,3.0,1.2
Chile,1953,46.67,1.9,1.7
Chile,1954,25.0,1.2,2.2
Chile,1955,30.77,2.0,2.0
Chile,1956,41.18,2.3,1.6
Chile,1957,31.82,1.4,2.0
Chile,1958,25.0,1.1,2.3
Chile,1959,33.33,1.4,2.7
Chile,1960,23.81,1.4,2.8
Chile,1961,25.0,1.6,2.2
Chile,1962,30.0,1.7,1.3
Chile,1963,0.0,0.8,1.2
Chile,1964,0.0,0.8,2.2
Chile,1965,38.46,1.7,1.4
Chile,1966,36.36,1.5,1.2
Chile,1967,33.33,1.4,1.5
Chile,1968,50.0,1.6,1.6
Chile,1969,41.18,1.3,1.2
Chile,1970,21.43,1.1,1.7
Chile,1971,30.77,1.3,2.1
Chile,1972,38.89,1.4,1.7
Chile,1973,47.37,2.0,1.5
Chile,1974,47.06,1.9,1.1
Chile,1975,25.0,1.0,1.2
Chile,1976,12.5,1.0,1.5
Chile,1977,30.0,1.1,1.4
Chile,1978,37.5,1.4,1.5
Chile,1979,38.46,1.2,0.8
Chile,1980,31.25,1.2,0.9
Chile,1981,43.75,1.2,0.7
Chile,1982,56.25,1.2,0.6
Chile,1983,50.0,1.6,1.0
Chile,1984,47.06,1.6,0.9
Chile,1985,42.11,1.4,1.2
Chile,1986,38.89,1.5,1.3
Chile,1987,55.56,1.7,1.0
Chile,1988,45.0,1.4,1.0
Chile,1989,41.18,1.2,0.9
Chile,1990,43.48,1.2,0.8
Chile,1991,35.71,1.4,1.0
Chile,1992,38.46,1.5,1.1
Chile,1993,44.44,1.2,1.2
Chile,1994,43.75,1.4,1.4
Chile,1995,38.89,1.3,1.7
Chile,1996,42.86,1.4,1.4
Chile,1997,48.15,2.1,1.2
Chile,1998,44.44,1.9,1.1
Chile,1999,38.1,1.3,1.0
Chile,2000,35.71,1.4,1.3
Chile,2001,32.43,1.1,1.4
Chile,2002,30.43,1.0,1.4
Chile,2003,38.46,1.2,1.3
Chile,2004,27.27,0.9,1.0
Chile,2005,23.81,1.0,1.2
Chile,2006,50.0,1.6,1.3
Chile,2007,46.43,1.2,1.3
Chile,2008,42.42,1.0,1.2
Chile,2009,55.17,1.4,1.0
Chile,2010,65.38,1.7,0.9
Chile,2011,53.57,1.5,1.0
Chile,2012,39.29,1.5,1.5
Chile,2013,52.0,1.9,1.3
Chile,2014,57.89,2.1,0.9
Chile,2015,52.63,1.7,1.1
Chile,2016,57.14,2.0,1.2
Chile,2017,43.33,1.6,1.1
Chile,2018,34.62,1.2,1.2
Chile,2019,34.78,1.3,1.3
Chile,2020,29.41,1.2,1.3
Chile,2021,31.82,1.0,1.1
Chile,2022,28.0,0.8,1.3
Croatia,1940,50.0,1.5,0.5
Croatia,1941,50.0,2.0,1.5
Croatia,1942,33.33,2.0,2.6
Croatia,1943,33.33,1.4,1.9
Croatia,1944,66.67,2.7,1.3
Croatia,1945,100.0,7.0,3.0
Croatia,1950,100.0,4.0,1.0
Croatia,1951,100.0,4.0,1.0
Croatia,1956,100.0,5.0,2.0
Croatia,1957,100.0,5.0,2.0
Croatia,1990,100.0,2.0,0.5
Croatia,1991,100.0,1.7,0.3
Croatia,1992,40.0,1.0,0.8
Croatia,1993,40.0,1.4,1.0
Croatia,1994,66.67,2.0,0.9
Croatia,1995,60.0,2.1,0.7
Croatia,1996,52.38,2.0,0.9
Croatia,1997,45.83,1.9,1.2
Croatia,1998,56.25,2.4,1.4
Croatia,1999,42.11,1.8,1.3
Croatia,2000,20.0,1.0,1.2
Croatia,2001,38.89,1.4,0.8
Croatia,2002,47.37,1.4,0.6
Croatia,2003,50.0,1.2,0.6
Croatia,2004,52.0,1.5,0.9
Croatia,2005,47.83,1.6,1.0
Croatia,2006,54.55,2.2,1.0
Croatia,2007,69.57,2.3,1.0
Croatia,2008,66.67,1.8,0.9
Croatia,2009,63.64,1.8,1.1
Croatia,2010,73.68,1.9,0.8
Croatia,2011,61.9,1.5,0.5
Croatia,2012,50.0,1.5,1.0
Croatia,2013,47.83,1.5,1.1
Croatia,2014,57.14,1.7,0.8
Croatia,2015,64.71,2.1,0.6
Croatia,2016,66.67,2.3,0.5
Croatia,2017,56.0,1.8,0.6
Croatia,2018,40.91,1.0,1.2
Croatia,2019,50.0,1.5,1.4
Croatia,2020,44.44,1.9,1.7
Croatia,2021,41.67,1.8,1.4
Croatia,2022,50.0,1.6,0.9
Denmark,1930,57.14,4.3,2.0
Denmark,1931,44.44,2.9,2.1
Denmark,1932,33.33,2.0,2.6
Denmark,1933,50.0,2.4,2.0
Denmark,1934,33.33,2.2,2.6
Denmark,1935,33.33,2.0,2.7
Denmark,1936,62.5,2.5,1.9
Denmark,1937,60.0,2.4,3.3
Denmark,1938,30.0,1.5,3.1
Denmark,1939,40.0,2.8,1.7
Denmark,1940,44.44,3.1,1.8
Denmark,1941,16.67,1.5,1.5
Denmark,1942,20.0,1.2,1.8
Denmark,1943,33.33,1.3,2.3
Denmark,1944,100.0,3.0,2.0
Denmark,1945,40.0,2.8,2.6
Denmark,1946,58.33,3.2,1.8
Denmark,1947,58.33,3.1,2.1
Denmark,1948,40.0,2.5,1.9
Denmark,1949,58.33,2.2,0.9
Denmark,1950,50.0,1.7,2.2
Denmark,1951,33.33,1.5,2.7
Denmark,1952,27.27,1.5,2.2
Denmark,1953,50.0,2.2,1.8
Denmark,1954,45.45,2.2,1.5
Denmark,1955,16.67,1.5,2.3
Denmark,1956,20.0,1.8,2.7
Denmark,1957,22.22,1.8,2.3
Denmark,1958,33.33,1.9,2.1
Denmark,1959,35.71,2.0,2.6
Denmark,1960,45.45,2.4,2.3
Denmark,1961,45.45,2.8,2.1
Denmark,1962,53.33,3.2,1.9
Denmark,1963,50.0,2.7,1.7
Denmark,1964,33.33,1.5,1.9
Denmark,1965,35.29,1.4,2.2
Denmark,1966,23.53,1.2,2.2
Denmark,1967,29.41,2.1,1.8
Denmark,1968,43.75,2.8,1.4
Denmark,1969,45.0,2.0,1.4
Denmark,1970,28.57,1.3,1.5
Denmark,1971,17.65,0.8,1.8
Denmark,1972,35.71,1.5,1.9
Denmark,1973,30.77,1.2,1.9
Denmark,1974,33.33,1.4,1.5
Denmark,1975,28.57,1.4,1.4
Denmark,1976,40.0,1.4,1.1
Denmark,1977,52.63,1.8,1.3
Denmark,1978,38.89,1.7,1.9
Denmark,1979,29.41,1.4,1.5
Denmark,1980,33.33,1.3,1.2
Denmark,1981,61.11,1.8,1.2
Denmark,1982,61.11,1.7,1.3
Denmark,1983,56.25,1.7,1.0
Denmark,1984,60.0,1.8,1.0
Denmark,1985,47.62,1.7,1.2
Denmark,1986,41.18,1.3,1.1
Denmark,1987,33.33,0.5,0.8
Denmark,1988,27.78,0.8,1.1
Denmark,1989,38.46,1.6,1.0
Denmark,1990,48.0,1.6,0.8
Denmark,1991,50.0,1.2,0.9
Denmark,1992,40.91,1.1,0.9
Denmark,1993,43.48,1.2,0.6
Denmark,1994,55.56,1.6,0.8
Denmark,1995,63.16,1.7,0.8
Denmark,1996,71.43,1.6,0.6
Denmark,1997,62.5,1.4,0.8
Denmark,1998,28.57,1.0,1.1
Denmark,1999,42.11,1.2,0.9
Denmark,2000,45.45,1.4,1.0
Denmark,2001,42.86,1.6,1.0
Denmark,2002,68.42,1.9,0.7
Denmark,2003,68.42,1.8,1.0
Denmark,2004,43.48,1.7,1.2
Denmark,2005,47.83,1.8,1.1
Denmark,2006,63.16,2.1,0.8
Denmark,2007,52.38,1.7,1.0
Denmark,2008,42.86,1.4,1.2
Denmark,2009,40.0,1.3,0.8
Denmark,2010,40.0,1.2,0.8
Denmark,2011,52.63,1.5,0.9
Denmark,2012,42.86,1.4,1.3
Denmark,2013,36.36,1.5,1.5
Denmark,2014,45.0,1.6,1.4
Denmark,2015,31.58,1.1,1.2
Denmark,2016,40.0,1.6,1.1
Denmark,2017,52.63,2.1,0.8
Denmark,2018,50.0,1.4,0.5
Denmark,2019,47.62,1.8,0.6
Denmark,2020,55.56,2.4,0.8
Denmark,2021,69.23,2.3,0.7
Denmark,2022,70.83,2.3,0.8
Paraguay,1930,66.67,3.0,1.3
Paraguay,1931,0.0,0.8,1.5
Paraguay,1932,0.0,0.8,1.5
Paraguay,1937,40.0,1.6,3.2
Paraguay,1938,40.0,1.6,3.2
Paraguay,1939,28.57,1.7,2.1
Paraguay,1940,22.22,1.4,2.4
Paraguay,1941,0.0,0.5,3.5
Paraguay,1942,33.33,1.8,1.7
Paraguay,1943,37.5,1.9,2.0
Paraguay,1944,50.0,2.0,3.0
Paraguay,1945,25.0,2.8,3.5
Paraguay,1946,33.33,2.1,2.4
Paraguay,1947,58.33,2.0,1.6
Paraguay,1948,71.43,2.3,1.6
Paraguay,1949,75.0,2.6,1.6
Paraguay,1950,53.85,2.2,2.0
Paraguay,1951,20.0,1.6,2.6
Paraguay,1953,57.14,2.0,1.1
Paraguay,1954,53.85,2.1,1.2
Paraguay,1955,30.77,1.8,2.2
Paraguay,1956,6.25,1.1,2.4
Paraguay,1957,27.78,1.6,1.7
Paraguay,1958,46.15,1.8,1.5
Paraguay,1959,33.33,1.5,2.1
Paraguay,1960,25.0,1.6,2.2
Paraguay,1961,0.0,0.7,2.0
Paraguay,1962,0.0,0.7,2.5
Paraguay,1963,46.67,1.9,2.1
Paraguay,1964,61.54,2.3,1.8
Paraguay,1965,46.15,1.3,1.5
Paraguay,1966,37.5,1.3,1.7
Paraguay,1967,27.27,1.6,2.6
Paraguay,1968,40.0,1.3,1.8
Paraguay,1969,37.5,0.8,0.9
Paraguay,1970,28.57,0.7,0.9
Paraguay,1971,22.22,0.9,0.8
Paraguay,1972,38.46,1.6,1.0
Paraguay,1973,38.46,1.8,1.2
Paraguay,1974,22.22,1.1,1.2
Paraguay,1975,30.0,0.8,1.2
Paraguay,1976,28.57,1.2,1.4
Paraguay,1977,33.33,1.4,1.3
Paraguay,1978,40.0,1.3,1.1
Paraguay,1979,42.86,1.4,1.4
Paraguay,1980,42.11,1.4,1.6
Paraguay,1981,30.0,1.0,1.9
Paraguay,1982,20.0,0.6,1.6
Paraguay,1983,38.46,1.2,0.8
Paraguay,1984,38.46,1.2,0.8
Paraguay,1985,27.78,1.1,1.2
Paraguay,1986,38.46,1.4,1.0
Paraguay,1987,58.33,1.6,0.8
Paraguay,1988,63.64,1.5,0.6
Paraguay,1989,54.84,1.6,1.1
Paraguay,1990,50.0,1.5,1.2
Paraguay,1991,42.86,1.3,1.3
Paraguay,1992,42.86,1.3,1.3
Paraguay,1993,21.43,0.8,1.5
Paraguay,1994,21.43,0.8,1.5
Paraguay,1995,50.0,1.3,1.0
Paraguay,1996,52.17,1.3,0.9
Paraguay,1997,51.85,1.3,0.9
Paraguay,1998,34.62,1.2,1.3
Paraguay,1999,37.04,1.3,1.3
Paraguay,2000,51.61,1.4,0.9
Paraguay,2001,39.29,1.4,1.2
Paraguay,2002,28.57,1.2,1.5
Paraguay,2003,38.1,1.0,1.1
Paraguay,2004,34.62,0.9,1.0
Paraguay,2005,40.0,1.2,1.1
Paraguay,2006,40.0,1.5,1.4
Paraguay,2007,30.43,1.3,1.2
Paraguay,2008,37.93,1.2,1.0
Paraguay,2009,34.62,0.8,1.0
Paraguay,2010,37.5,1.1,1.0
Paraguay,2011,35.48,1.4,1.0
Paraguay,2012,38.71,1.2,1.3
Paraguay,2013,36.84,1.5,1.7
Paraguay,2014,20.0,1.4,1.8
Paraguay,2015,26.32,1.1,1.5
Paraguay,2016,20.83,0.9,1.6
Paraguay,2017,23.81,0.9,1.7
Paraguay,2018,25.0,1.0,1.8
Paraguay,2019,17.65,1.0,1.3
Paraguay,2020,22.22,1.1,1.2
Paraguay,2021,21.05,0.9,1.3
Paraguay,2022,19.05,0.8,1.6
Colombia,1938,25.0,1.5,2.0
Colombia,1939,25.0,1.5,2.0
Colombia,1945,16.67,1.2,4.2
Colombia,1946,16.67,1.2,4.2
Colombia,1947,0.0,0.3,2.7
Colombia,1948,0.0,0.3,2.7
Colombia,1949,0.0,0.6,3.3
Colombia,1950,0.0,0.6,3.3
Colombia,1957,18.18,1.3,3.2
Colombia,1958,18.18,1.3,3.2
Colombia,1961,66.67,1.3,0.3
Colombia,1962,33.33,1.0,0.8
Colombia,1963,9.09,1.5,2.5
Colombia,1964,12.5,1.9,3.0
Colombia,1965,25.0,1.0,2.5
Colombia,1966,16.67,1.0,2.5
Colombia,1967,0.0,1.0,2.5
Colombia,1968,0.0,0.0,1.0
Colombia,1969,7.14,1.0,2.1
Colombia,1970,7.14,1.0,2.3
Colombia,1971,0.0,0.0,4.0
Colombia,1972,0.0,1.3,2.7
Colombia,1973,18.18,1.0,1.6
Colombia,1974,25.0,0.9,1.2
Colombia,1975,66.67,1.2,0.6
Colombia,1976,60.0,1.2,0.7
Colombia,1977,0.0,0.4,2.0
Colombia,1978,0.0,0.3,2.0
Colombia,1979,50.0,1.2,0.7
Colombia,1980,42.86,1.1,1.1
Colombia,1981,10.0,1.0,1.6
Colombia,1982,11.11,1.0,1.3
Colombia,1983,14.29,1.0,1.0
Colombia,1984,18.18,0.7,0.8
Colombia,1985,39.13,1.1,1.1
Colombia,1986,42.11,1.3,1.2
Colombia,1987,66.67,1.5,1.0
Colombia,1988,63.64,1.6,0.8
Colombia,1989,57.14,1.3,0.5
Colombia,1990,45.83,1.0,0.7
Colombia,1991,26.32,0.8,1.1
Colombia,1992,30.77,0.8,0.8
Colombia,1993,50.0,1.4,0.5
Colombia,1994,53.33,1.5,0.5
Colombia,1995,41.38,1.1,0.8
Colombia,1996,50.0,1.4,1.0
Colombia,1997,48.39,1.5,1.1
Colombia,1998,21.74,1.0,1.3
Colombia,1999,21.05,1.4,1.5
Colombia,2000,36.67,1.3,1.2
Colombia,2001,58.82,1.4,0.8
Colombia,2002,63.64,1.6,0.8
Colombia,2003,19.05,0.6,1.0
Colombia,2004,33.33,0.9,0.8
Colombia,2005,42.42,1.4,1.0
Colombia,2006,37.5,1.4,1.2
Colombia,2007,54.17,1.3,1.0
Colombia,2008,38.71,1.1,1.1
Colombia,2009,34.62,1.1,1.2
Colombia,2010,45.0,1.2,1.0
Colombia,2011,42.86,1.0,0.7
Colombia,2012,61.9,1.5,0.6
Colombia,2013,63.16,1.7,0.5
Colombia,2014,56.25,1.6,0.7
Colombia,2015,50.0,1.4,0.7
Colombia,2016,48.0,1.3,0.9
Colombia,2017,44.0,1.4,1.0
Colombia,2018,44.44,1.6,0.8
Colombia,2019,57.14,1.3,0.6
Colombia,2020,50.0,1.2,1.0
Colombia,2021,23.81,1.1,1.1
Colombia,2022,34.78,1.0,0.7
United States,1930,0.0,3.0,4.0
United States,1931,0.0,3.0,4.0
United States,1934,100.0,4.0,2.0
United States,1935,33.33,2.0,3.7
United States,1936,0.0,1.0,4.5
United States,1937,0.0,2.5,7.0
United States,1938,0.0,2.5,7.0
United States,1947,0.0,1.0,5.0
United States,1948,20.0,1.0,5.4
United States,1949,25.0,1.4,4.5
United States,1950,20.0,1.6,3.8
United States,1952,0.0,0.0,6.0
United States,1953,0.0,1.5,6.0
United States,1954,40.0,2.0,3.0
United States,1955,40.0,1.8,2.4
United States,1956,25.0,2.8,2.8
United States,1957,14.29,2.0,4.1
United States,1958,0.0,1.2,5.2
United States,1959,0.0,1.0,8.0
United States,1960,0.0,1.3,4.7
United States,1961,0.0,1.0,2.7
United States,1962,0.0,0.0,2.0
United States,1964,0.0,0.0,10.0
United States,1965,20.0,0.8,3.0
United States,1966,25.0,1.0,1.2
United States,1968,44.44,2.4,2.4
United States,1969,36.36,2.0,2.3
United States,1970,0.0,0.0,1.5
United States,1972,0.0,1.5,2.5
United States,1973,18.75,0.7,2.0
United States,1974,21.43,0.4,1.9
United States,1975,0.0,0.2,4.5
United States,1976,7.14,0.3,2.8
United States,1977,25.0,0.6,1.1
United States,1978,27.27,0.6,1.3
United States,1979,25.0,0.9,2.0
United States,1980,36.36,1.3,2.0
United States,1981,33.33,1.2,1.5
United States,1982,100.0,2.0,1.0
United States,1983,100.0,2.0,0.5
United States,1984,40.0,1.3,0.9
United States,1985,29.41,1.0,1.2
United States,1986,20.0,0.7,1.3
United States,1987,20.0,0.6,1.0
United States,1988,28.57,0.8,1.1
United States,1989,39.13,0.9,0.8
United States,1990,45.16,1.3,1.0
United States,1991,44.44,1.4,1.0
United States,1992,36.84,1.1,1.1
United States,1993,28.3,1.2,1.3
United States,1994,29.09,1.3,1.2
United States,1995,32.43,1.3,1.1
United States,1996,50.0,1.6,1.2
United States,1997,45.45,1.5,1.1
United States,1998,36.67,1.2,0.8
United States,1999,50.0,1.3,0.7
United States,2000,53.33,1.8,0.7
United States,2001,46.88,1.5,0.8
United States,2002,51.72,1.4,0.8
United States,2003,63.33,1.8,0.7
United States,2004,60.0,1.8,0.6
United States,2005,61.76,1.8,0.6
United States,2006,63.33,1.7,0.7
United States,2007,62.96,1.7,1.0
United States,2008,64.52,1.9,0.8
United States,2009,57.89,1.9,1.2
United States,2010,50.0,1.7,1.5
United States,2011,37.04,1.1,1.3
United States,2012,48.39,1.3,1.1
United States,2013,66.67,1.9,1.0
United States,2014,63.33,1.8,1.1
United States,2015,50.0,1.8,1.4
United States,2016,55.17,2.0,1.3
United States,2017,54.55,1.9,1.0
United States,2018,41.38,1.5,1.0
United States,2019,48.28,1.7,1.0
United States,2020,63.64,2.3,0.7
United States,2021,76.92,2.3,0.5
United States,2022,68.75,2.0,0.6
Romania,1930,57.14,3.1,2.0
Romania,1931,75.0,4.0,2.2
Romania,1932,70.0,3.0,2.3
Romania,1933,50.0,3.0,1.9
Romania,1934,57.14,3.4,1.4
Romania,1935,27.27,1.7,2.9
Romania,1936,36.36,2.0,2.8
Romania,1937,55.56,2.6,1.7
Romania,1938,22.22,1.6,2.2
